"hhid","zone","state","lga","sector","ea","cluster","strata","wt_wave4","wt_longpanel","old_new","interviewer_id","supervisor_id","hhidyn","hhsmlc","rspavl","constn","InterviewStart","ag1a","ag2a","ag4","interview_result"
19017,4,1,102,1,806,"102-806",4,5176.703125,1.79769313486232e+308,2,102,112,1,1,1,1,1864278824000,2,2,2,1
19018,4,1,102,1,806,"102-806",4,5176.703125,1.79769313486232e+308,2,111,112,1,1,1,1,1864278918000,2,2,2,1
19019,4,1,102,1,806,"102-806",4,5176.703125,1.79769313486232e+308,2,111,112,1,1,1,1,1864288451000,2,2,2,1
19020,4,1,102,1,806,"102-806",4,5176.703125,1.79769313486232e+308,2,103,112,1,1,1,1,1864291019000,2,2,2,1
19023,4,1,102,1,806,"102-806",4,5176.703125,1.79769313486232e+308,2,103,112,1,1,1,1,1864300236000,2,1,2,1
19024,4,1,102,1,806,"102-806",4,5176.703125,1.79769313486232e+308,2,110,112,1,1,1,1,1864284221000,2,2,2,1
19025,4,1,102,1,2486,"102-2486",4,4284.16796875,1.79769313486232e+308,2,106,113,1,2,1,1,1864272198000,2,2,2,1
19026,4,1,102,1,2486,"102-2486",4,4284.16796875,1.79769313486232e+308,2,109,113,1,1,1,1,1864268922000,2,2,2,1
19029,4,1,102,1,2486,"102-2486",4,4284.16796875,1.79769313486232e+308,2,101,113,1,1,1,1,1864281199000,2,2,2,1
19031,4,1,102,1,2486,"102-2486",4,4284.16796875,1.79769313486232e+308,2,101,113,1,1,1,1,1864269281000,2,2,2,1
19032,4,1,102,1,2486,"102-2486",4,4284.16796875,1.79769313486232e+308,2,106,113,1,1,1,1,1864268820000,2,2,2,1
19033,4,1,102,1,2486,"102-2486",4,4284.16796875,1.79769313486232e+308,2,108,113,1,1,1,1,1864275478000,2,1,2,1
19034,4,1,102,1,2486,"102-2486",4,4284.16796875,1.79769313486232e+308,2,108,113,1,1,1,1,1864269510000,2,2,2,1
19035,4,1,102,1,2486,"102-2486",4,4284.16796875,1.79769313486232e+308,2,109,113,1,1,1,1,1864269730000,2,1,2,1
19036,4,1,102,1,2486,"102-2486",4,4284.16796875,1.79769313486232e+308,2,104,113,1,1,1,1,1864268739000,2,1,2,1
19037,4,1,104,2,412,"104-412",4,1890.3896484375,1.79769313486232e+308,2,111,112,1,1,1,1,1862462389000,2,2,2,1
19038,4,1,104,2,412,"104-412",4,1890.3896484375,1.79769313486232e+308,2,103,112,1,1,1,1,1862470807000,1,1,2,1
19039,4,1,104,2,412,"104-412",4,1890.3896484375,1.79769313486232e+308,2,105,112,1,1,1,1,1862461242000,1,1,2,1
19040,4,1,104,2,412,"104-412",4,1890.3896484375,1.79769313486232e+308,2,111,112,1,1,1,1,1862541384000,2,2,2,1
19041,4,1,104,2,412,"104-412",4,1890.3896484375,1.79769313486232e+308,2,102,112,1,1,1,1,1862555892000,1,2,2,1
19043,4,1,104,2,412,"104-412",4,1890.3896484375,1.79769313486232e+308,2,102,112,1,1,1,1,1862461499000,1,1,2,1
19044,4,1,104,2,412,"104-412",4,1890.3896484375,1.79769313486232e+308,2,110,112,1,1,1,1,1862461305000,1,2,2,1
19045,4,1,104,2,412,"104-412",4,1890.3896484375,1.79769313486232e+308,2,105,112,1,1,1,1,1862623416000,1,2,2,1
19047,4,1,104,2,412,"104-412",4,1890.3896484375,1.79769313486232e+308,2,110,112,1,1,1,1,1862540693000,1,2,2,1
19048,4,1,104,2,412,"104-412",4,1890.3896484375,1.79769313486232e+308,2,103,112,1,1,1,1,1862549243000,1,1,2,1
19049,4,1,104,2,1020,"104-1020",4,5403.970703125,1.79769313486232e+308,2,102,112,1,1,1,1,1862648576000,1,2,2,1
19050,4,1,104,2,1020,"104-1020",4,5403.970703125,1.79769313486232e+308,2,110,112,1,1,1,1,1862721707000,2,2,2,1
19051,4,1,104,2,1020,"104-1020",4,5403.970703125,1.79769313486232e+308,2,111,112,1,1,1,1,1862719987000,1,1,2,1
19052,4,1,104,2,1020,"104-1020",4,5403.970703125,1.79769313486232e+308,2,111,112,1,1,1,1,1862642135000,1,2,2,1
19054,4,1,104,2,1020,"104-1020",4,5403.970703125,1.79769313486232e+308,2,103,112,1,1,1,1,1862643021000,1,1,2,1
19055,4,1,104,2,1020,"104-1020",4,5403.970703125,1.79769313486232e+308,2,103,112,1,1,1,1,1862648725000,1,1,2,1
19056,4,1,104,2,1020,"104-1020",4,5403.970703125,1.79769313486232e+308,2,105,112,1,1,1,1,1862642341000,1,2,2,1
19058,4,1,104,2,1020,"104-1020",4,5403.970703125,1.79769313486232e+308,2,105,112,1,1,1,1,1862709457000,1,2,2,1
19060,4,1,104,2,1020,"104-1020",4,5403.970703125,1.79769313486232e+308,2,110,112,1,1,1,1,1862642085000,1,2,2,1
19061,4,1,107,2,10,"107-10",4,4115.0234375,1.79769313486232e+308,2,101,113,1,1,1,1,1862884951000,1,1,2,1
19062,4,1,107,2,10,"107-10",4,4115.0234375,1.79769313486232e+308,2,104,113,1,1,1,1,1862885448000,1,1,2,1
19063,4,1,107,2,10,"107-10",4,4115.0234375,1.79769313486232e+308,2,109,113,1,1,1,1,1862904866000,1,1,2,1
19064,4,1,107,2,10,"107-10",4,4115.0234375,1.79769313486232e+308,2,109,113,1,1,1,1,1862884969000,1,1,2,1
19066,4,1,107,2,10,"107-10",4,4115.0234375,1.79769313486232e+308,2,101,113,1,1,1,1,1862896263000,1,1,1,1
19068,4,1,107,2,10,"107-10",4,4115.0234375,1.79769313486232e+308,2,104,113,1,1,1,1,1862909925000,1,1,2,1
19069,4,1,107,2,10,"107-10",4,4115.0234375,1.79769313486232e+308,2,106,113,1,1,1,1,1862885000000,1,1,2,1
19070,4,1,107,2,10,"107-10",4,4115.0234375,1.79769313486232e+308,2,108,113,1,1,1,1,1862887318000,1,1,2,1
19071,4,1,107,2,10,"107-10",4,4115.0234375,1.79769313486232e+308,2,106,113,1,1,1,1,1862902622000,1,1,2,1
19072,4,1,107,2,10,"107-10",4,4115.0234375,1.79769313486232e+308,2,108,113,1,1,1,1,1862898245000,1,1,2,1
19073,4,1,107,2,1322,"107-1322",4,5029.37158203125,1.79769313486232e+308,2,106,113,1,1,1,1,1862649483000,1,2,2,1
19075,4,1,107,2,1322,"107-1322",4,5029.37158203125,1.79769313486232e+308,2,108,113,1,1,1,1,1862653067000,1,2,2,1
19076,4,1,107,2,1322,"107-1322",4,5029.37158203125,1.79769313486232e+308,2,109,113,1,1,1,1,1862643454000,1,2,2,1
19077,4,1,107,2,1322,"107-1322",4,5029.37158203125,1.79769313486232e+308,2,108,113,1,1,1,1,1862643648000,1,1,2,1
19079,4,1,107,2,1322,"107-1322",4,5029.37158203125,1.79769313486232e+308,2,101,113,1,1,1,1,1862708705000,1,1,2,1
19080,4,1,107,2,1322,"107-1322",4,5029.37158203125,1.79769313486232e+308,2,109,113,1,1,1,1,1862722285000,1,2,2,1
19081,4,1,107,2,1322,"107-1322",4,5029.37158203125,1.79769313486232e+308,2,104,113,1,1,1,1,1862718262000,1,1,2,1
19082,4,1,107,2,1322,"107-1322",4,5029.37158203125,1.79769313486232e+308,2,101,113,1,1,1,1,1862642874000,1,1,2,1
19084,4,1,107,2,1322,"107-1322",4,5029.37158203125,1.79769313486232e+308,2,104,113,1,1,1,1,1862642350000,1,1,2,1
19085,4,1,109,2,1214,"109-1214",4,3652.97290039062,1.79769313486232e+308,2,101,113,1,1,1,1,1863081241000,1,1,2,1
19087,4,1,109,2,1214,"109-1214",4,3652.97290039062,1.79769313486232e+308,2,106,113,1,1,1,1,1863068402000,1,1,2,1
19088,4,1,109,2,1214,"109-1214",4,3652.97290039062,1.79769313486232e+308,2,106,113,1,1,1,1,1863082973000,1,1,2,1
19089,4,1,109,2,1214,"109-1214",4,3652.97290039062,1.79769313486232e+308,2,109,113,1,1,1,1,1863143463000,1,1,2,1
19091,4,1,109,2,1214,"109-1214",4,3652.97290039062,1.79769313486232e+308,2,108,113,1,1,1,1,1863069118000,1,1,2,1
19092,4,1,109,2,1214,"109-1214",4,3652.97290039062,1.79769313486232e+308,2,108,113,1,1,1,1,1863074514000,1,2,2,1
19093,4,1,109,2,1214,"109-1214",4,3652.97290039062,1.79769313486232e+308,2,109,113,1,1,1,1,1863067684000,1,2,2,1
19094,4,1,109,2,1214,"109-1214",4,3652.97290039062,1.79769313486232e+308,2,104,113,1,1,1,1,1863079755000,1,1,2,1
19095,4,1,109,2,1214,"109-1214",4,3652.97290039062,1.79769313486232e+308,2,101,113,1,1,1,1,1863069185000,1,1,2,1
19096,4,1,109,2,1214,"109-1214",4,3652.97290039062,1.79769313486232e+308,2,104,113,1,1,1,1,1863067660000,1,1,2,1
19097,4,1,109,2,1792,"109-1792",4,7128.5556640625,1.79769313486232e+308,2,106,113,1,1,1,1,1863241536000,1,1,2,1
19098,4,1,109,2,1792,"109-1792",4,7128.5556640625,1.79769313486232e+308,2,109,113,1,1,1,1,1863241166000,1,1,2,1
19099,4,1,109,2,1792,"109-1792",4,7128.5556640625,1.79769313486232e+308,2,101,113,1,1,1,1,1863241335000,1,2,2,1
19100,4,1,109,2,1792,"109-1792",4,7128.5556640625,1.79769313486232e+308,2,101,113,1,1,1,1,1863313965000,1,1,2,1
19101,4,1,109,2,1792,"109-1792",4,7128.5556640625,1.79769313486232e+308,2,109,113,1,1,1,1,1863312240000,1,1,2,1
19103,4,1,109,2,1792,"109-1792",4,7128.5556640625,1.79769313486232e+308,2,108,113,1,1,1,1,1863251488000,1,1,2,1
19104,4,1,109,2,1792,"109-1792",4,7128.5556640625,1.79769313486232e+308,2,108,113,1,1,1,1,1863241076000,1,1,2,1
19105,4,1,109,2,1792,"109-1792",4,7128.5556640625,1.79769313486232e+308,2,104,113,1,1,1,1,1863241013000,1,1,2,1
19106,4,1,109,2,1792,"109-1792",4,7128.5556640625,1.79769313486232e+308,2,106,113,1,1,1,1,1863256046000,1,1,2,1
19107,4,1,109,2,1792,"109-1792",4,7128.5556640625,1.79769313486232e+308,2,104,113,1,1,1,1,1863315717000,1,1,2,1
19110,4,1,109,2,1996,"109-1996",4,4633.8681640625,1.79769313486232e+308,2,106,113,1,1,1,1,1863420394000,1,1,2,1
19111,4,1,109,2,1996,"109-1996",4,4633.8681640625,1.79769313486232e+308,2,106,113,1,1,1,1,1863483945000,1,1,2,1
19112,4,1,109,2,1996,"109-1996",4,4633.8681640625,1.79769313486232e+308,2,109,113,1,1,1,1,1863488979000,1,1,2,1
19113,4,1,109,2,1996,"109-1996",4,4633.8681640625,1.79769313486232e+308,2,109,113,1,1,1,1,1863420739000,1,2,2,1
19115,4,1,109,2,1996,"109-1996",4,4633.8681640625,1.79769313486232e+308,2,108,113,1,1,1,1,1863420713000,1,1,2,1
19116,4,1,109,2,1996,"109-1996",4,4633.8681640625,1.79769313486232e+308,2,108,113,1,1,1,1,1863486867000,1,1,2,1
19117,4,1,109,2,1996,"109-1996",4,4633.8681640625,1.79769313486232e+308,2,104,113,1,1,1,1,1863419859000,1,1,2,1
19118,4,1,109,2,1996,"109-1996",4,4633.8681640625,1.79769313486232e+308,2,104,113,1,1,1,1,1863483660000,1,1,2,1
19119,4,1,109,2,1996,"109-1996",4,4633.8681640625,1.79769313486232e+308,2,101,113,1,1,1,1,1863420936000,1,1,2,1
19120,4,1,109,2,1996,"109-1996",4,4633.8681640625,1.79769313486232e+308,2,101,113,1,1,1,1,1863488870000,1,1,2,1
19121,4,1,110,2,338,"110-338",4,2239.759765625,1.79769313486232e+308,2,111,112,1,1,1,1,1863065155000,1,1,2,1
19122,4,1,110,2,338,"110-338",4,2239.759765625,1.79769313486232e+308,2,111,112,1,1,1,1,1863082199000,1,1,2,1
19123,4,1,110,2,338,"110-338",4,2239.759765625,1.79769313486232e+308,2,103,112,1,1,1,1,1863064976000,1,1,2,1
19124,4,1,110,2,338,"110-338",4,2239.759765625,1.79769313486232e+308,2,103,112,1,1,1,1,1863081370000,1,1,2,1
19125,4,1,110,2,338,"110-338",4,2239.759765625,1.79769313486232e+308,2,110,112,1,1,1,1,1863080557000,1,1,2,1
19126,4,1,110,2,338,"110-338",4,2239.759765625,1.79769313486232e+308,2,105,112,1,1,1,1,1863065680000,1,1,2,1
19127,4,1,110,2,338,"110-338",4,2239.759765625,1.79769313486232e+308,2,105,112,1,1,1,1,1863074109000,1,1,2,1
19129,4,1,110,2,338,"110-338",4,2239.759765625,1.79769313486232e+308,2,110,112,1,1,1,1,1863065266000,1,1,2,1
19130,4,1,110,2,338,"110-338",4,2239.759765625,1.79769313486232e+308,2,102,112,1,1,1,1,1863079618000,1,1,2,1
19131,4,1,110,2,338,"110-338",4,2239.759765625,1.79769313486232e+308,2,102,112,1,1,1,1,1863064936000,1,1,2,1
19133,4,1,111,2,118,"111-118",4,5772.70556640625,1.79769313486232e+308,2,103,112,1,1,1,1,1863845671000,1,1,2,1
19135,4,1,111,2,118,"111-118",4,5772.70556640625,1.79769313486232e+308,2,103,112,1,1,1,1,1863932005000,1,1,2,1
19136,4,1,111,2,118,"111-118",4,5772.70556640625,1.79769313486232e+308,2,105,112,1,1,1,1,1863847894000,1,1,2,1
19137,4,1,111,2,118,"111-118",4,5772.70556640625,1.79769313486232e+308,2,105,112,1,1,1,1,1863927496000,1,1,2,1
19138,4,1,111,2,118,"111-118",4,5772.70556640625,1.79769313486232e+308,2,110,112,1,1,1,1,1863856650000,1,1,2,1
19139,4,1,111,2,118,"111-118",4,5772.70556640625,1.79769313486232e+308,2,110,112,1,1,1,1,1863918805000,1,1,2,1
19140,4,1,111,2,118,"111-118",4,5772.70556640625,1.79769313486232e+308,2,111,112,1,1,1,1,1863847064000,1,1,2,1
19141,4,1,111,2,118,"111-118",4,5772.70556640625,1.79769313486232e+308,2,111,112,1,1,1,1,1863854668000,1,1,2,1
19143,4,1,111,2,118,"111-118",4,5772.70556640625,1.79769313486232e+308,2,102,112,1,1,1,1,1863853288000,1,1,2,1
19144,4,1,111,2,118,"111-118",4,5772.70556640625,1.79769313486232e+308,2,102,112,1,1,1,1,1863846020000,1,1,2,1
19145,4,1,112,2,266,"112-266",4,2065.22998046875,1.79769313486232e+308,2,109,113,1,1,1,1,1864020884000,2,2,2,1
19146,4,1,112,2,266,"112-266",4,2065.22998046875,1.79769313486232e+308,2,109,113,1,1,1,1,1864120517000,2,2,2,1
19147,4,1,112,2,266,"112-266",4,2065.22998046875,1.79769313486232e+308,2,106,113,1,1,1,1,1864092498000,2,2,2,1
19148,4,1,112,2,266,"112-266",4,2065.22998046875,1.79769313486232e+308,2,101,113,1,1,1,1,1864026083000,2,2,2,1
19149,4,1,112,2,266,"112-266",4,2065.22998046875,1.79769313486232e+308,2,101,113,1,1,1,1,1864020883000,2,2,2,1
19150,4,1,112,2,266,"112-266",4,2065.22998046875,1.79769313486232e+308,2,104,113,1,1,1,1,1864034353000,2,2,2,1
19151,4,1,112,2,266,"112-266",4,2065.22998046875,1.79769313486232e+308,2,104,113,1,1,1,1,1864021941000,2,1,2,1
19152,4,1,112,2,266,"112-266",4,2065.22998046875,1.79769313486232e+308,2,108,113,1,1,1,1,1864029090000,2,2,2,1
19153,4,1,112,2,266,"112-266",4,2065.22998046875,1.79769313486232e+308,2,106,113,1,1,1,1,1864023772000,1,2,2,1
19158,4,1,112,2,556,"112-556",4,2568.56591796875,1.79769313486232e+308,2,109,113,1,1,1,1,1863928768000,1,1,2,1
19159,4,1,112,2,556,"112-556",4,2568.56591796875,1.79769313486232e+308,2,109,113,1,1,1,1,1863942591000,1,1,2,1
19160,4,1,112,2,556,"112-556",4,2568.56591796875,1.79769313486232e+308,2,106,113,1,1,1,1,1863932645000,1,1,2,1
19161,4,1,112,2,556,"112-556",4,2568.56591796875,1.79769313486232e+308,2,106,113,1,1,1,1,1863928414000,1,1,2,1
19163,4,1,112,2,556,"112-556",4,2568.56591796875,1.79769313486232e+308,2,101,113,1,1,1,1,1863928860000,1,1,2,1
19164,4,1,112,2,556,"112-556",4,2568.56591796875,1.79769313486232e+308,2,101,113,1,1,1,1,1863935133000,1,1,2,1
19165,4,1,112,2,556,"112-556",4,2568.56591796875,1.79769313486232e+308,2,104,113,1,1,1,1,1863932354000,1,1,2,1
19166,4,1,112,2,556,"112-556",4,2568.56591796875,1.79769313486232e+308,2,108,113,1,1,1,1,1863932390000,1,1,2,1
19167,4,1,112,2,556,"112-556",4,2568.56591796875,1.79769313486232e+308,2,108,113,1,1,1,1,1863929009000,1,1,2,1
19168,4,1,112,2,556,"112-556",4,2568.56591796875,1.79769313486232e+308,2,104,113,1,1,1,1,1863928048000,1,2,2,1
19169,4,1,113,2,6,"113-6",4,710.657043457031,1.79769313486232e+308,2,109,113,1,1,1,1,1864714550000,1,1,1,1
19170,4,1,113,2,6,"113-6",4,710.657043457031,1.79769313486232e+308,2,104,113,1,1,1,1,1864612738000,1,1,2,1
19173,4,1,113,2,6,"113-6",4,710.657043457031,1.79769313486232e+308,2,105,112,1,1,1,1,1864948865000,1,2,2,1
19174,4,1,113,2,6,"113-6",4,710.657043457031,1.79769313486232e+308,2,111,112,1,1,1,1,1864880754000,1,1,1,1
19175,4,1,113,2,6,"113-6",4,710.657043457031,1.79769313486232e+308,2,103,112,1,1,1,1,1864880004000,1,1,2,1
19177,4,1,113,2,6,"113-6",4,710.657043457031,1.79769313486232e+308,2,110,112,1,1,1,1,1864880577000,1,1,1,1
19178,4,1,113,2,6,"113-6",4,710.657043457031,1.79769313486232e+308,2,108,113,1,1,1,1,1864612561000,1,1,2,1
19179,4,1,113,2,6,"113-6",4,710.657043457031,1.79769313486232e+308,2,106,113,1,1,1,1,1864612652000,1,1,2,1
19180,4,1,113,2,6,"113-6",4,710.657043457031,1.79769313486232e+308,2,102,112,1,1,1,1,1864880546000,1,2,2,1
19181,4,1,113,2,44,"113-44",4,400,1.79769313486232e+308,2,109,113,1,1,1,1,1863759366000,1,1,2,1
19182,4,1,113,2,44,"113-44",4,400,1.79769313486232e+308,2,106,113,1,1,1,1,1863759241000,1,1,2,1
