"country_iso_alpha3","country","subregion","marine_inland_char","species_main","func_grp","average_catch","species_valid","species","calcium","calcium_l95","calcium_u95","iron","iron_l95","iron_u95","omega3","omega3_l95","omega3_u95","protein","protein_l95","protein_u95","selenium","selenium_l95","selenium_u95","vitamin_a","vitamin_a_l95","vitamin_a_u95","zinc","zinc_l95","zinc_u95","calcium_country_avg","iron_country_avg","protein_country_avg","omega3_country_avg","selenium_country_avg","zinc_country_avg","vitamin_a_country_avg","calcium_subregion_avg","iron_subregion_avg","protein_subregion_avg","omega3_subregion_avg","selenium_subregion_avg","zinc_subregion_avg","vitamin_a_subregion_avg"
"ARG","Argentina","South America","Marine","Conger orbignianus","Miscellaneous demersal fishes",5.205,"Conger orbignianus","Conger orbignianus",44.1093854997534,26.7416605966521,86.8750316240202,0.850660813777471,0.484909935687424,1.38376670397602,0.299882295433139,0.136666119574893,0.787631451269515,18.5686936123525,15.7607408521269,21.3872220597025,52.3174147728376,28.095877666464,102.702877430252,7.39662151623415,2.20627347424298,24.5001255951692,0.55585792355956,0.409712070467986,0.786468978264724,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Cynoscion guatucupa","Miscellaneous coastal fishes",12417.54,"Cynoscion guatucupa","Cynoscion guatucupa",49.0883095915511,28.0776864089516,92.2745653044073,0.818921281319463,0.425708052510069,1.44363179403529,0.338212832210745,0.172211992812779,0.558745459565559,17.8393852496973,16.243970194926,19.637576108737,33.230896444156,17.2034435881093,66.2523197030441,31.2381059263048,9.7309032824547,103.269607852376,0.715361728924925,0.517752701814448,1.02615747689675,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Diplodus argenteus","Miscellaneous coastal fishes",12.8,"Diplodus argenteus","Diplodus argenteus",34.0910092795255,13.9983879159805,57.0644874735281,0.606615507361062,0.319290756060048,1.13519862891556,0.218299383599518,0.115877976198786,0.427421057455694,20.1889964717432,19.0799650217706,21.2590210487249,15.9294513776358,7.49316653488696,29.6841424800769,48.3796436394728,14.3570558667793,155.477657574967,0.867354367159448,0.570660115341791,1.30289092785834,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Dissostichus eleginoides","Miscellaneous demersal fishes",3681,"Dissostichus eleginoides","Dissostichus eleginoides",11.6226792977589,6.47734097663519,19.7996333780128,0.334688664540724,0.183571044239439,0.56827580967686,0.744365514663681,0.4290516197927,1.25327192853365,17.6357248470952,15.9143976907317,19.5535727550426,31.1758064527251,16.3974664572588,58.5160949217548,9.39001637191759,3.17018524104934,28.3359537756574,0.312917305935268,0.219371819607802,0.453324793055241,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Eleginops maclovinus","Miscellaneous coastal fishes",77.439,"Eleginops maclovinus","Eleginops maclovinus",15.2851397339289,9.61479114904633,26.48019851133,0.223913176113907,0.141850612222575,0.358342853722368,0.517300000370099,0.296489491053622,0.895368028128002,17.9186316261992,17.0665588219664,18.8025637006451,18.5838974793953,9.91950907661074,36.2936948039649,17.4458079384018,5.25456123376077,57.22347664948,0.557192612763983,0.408460384369366,0.774156132605256,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Engraulis anchoita","Herrings, sardines, anchovies",13141.2,"Engraulis anchoita","Engraulis anchoita",187.529708354398,79.9197812536728,437.428568821691,1.23977974843643,0.600758779161973,3.01223781917474,0.767139483152033,0.458319352012742,1.32815756438632,18.1326639444557,16.8796983632102,19.5061536123871,16.7098259052301,7.42332141927415,37.0577422175796,19.9738634896535,4.23118320908527,91.460967822016,1.3397775693167,0.846289105325846,2.08873608295081,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Galeorhinus galeus","Sharks, rays, chimaeras",20.15,"Galeorhinus galeus","Galeorhinus galeus",8.56117695556024,1.46364173220779,48.147079063355,0.465059437963963,0.12830495705206,1.50219196465435,0.180425681951469,0.105433094909881,0.303808736559526,19.9912965280144,18.0645449600182,21.9420332183887,44.1986298624892,13.4921520176941,139.464052029042,13.1397179571976,4.16827530272349,44.6623565927643,0.409189320692418,0.1939656407329,0.768741028245628,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Genidens barbus","Miscellaneous coastal fishes",33,"Genidens barbus","Genidens barbus",40.0928053188519,22.3925776323434,108.209729459473,0.882747073940827,0.554476080058117,1.53187313875754,0.342011968457945,0.19165399215116,0.634150896336762,18.3687083864974,16.7201712046372,20.1864110145765,27.2019862706092,14.8799672344906,58.1031889285971,8.028827838756,3.10197403199378,20.5002550349189,0.683286837874098,0.463191831039743,1.03078841262131,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Genypterus blacodes","Miscellaneous demersal fishes",4784.5202,"Genypterus blacodes","Genypterus blacodes",11.8292845025797,7.22441718870224,25.7073324685984,0.365042527108504,0.189609620002675,0.712629865790509,0.255262534877122,0.136380608678864,0.501966894295367,15.5632271575571,13.618637934326,17.7266277806019,31.5962823829093,14.3143765813989,69.9797241560144,6.93936438171537,1.53994469544443,32.2502321144184,0.23374198324965,0.157429932998573,0.351115274538945,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Helicolenus dactylopterus","Miscellaneous demersal fishes",587.2,"Helicolenus dactylopterus","Helicolenus dactylopterus",19.6916992712298,7.65539958623739,55.8117564901629,0.375762807338532,0.167523848362255,0.880569215647463,0.560502478062162,0.213973497868663,1.56775238295262,16.7203423219136,14.9186012527383,18.6719835888945,21.6990030112919,8.21746479174885,65.7565452623992,14.6057737396681,3.06206177377305,72.9014206388394,0.494613658340496,0.270750052705627,0.818629670419991,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Illex argentinus","Cuttle fish and squid",129240,"Illex argentinus","Illex argentinus",37.4793333333333,65.259483427416,100.429633413149,3.3,1.85611847938973,2.83884007130353,0.17,0.210270444458123,0.335285111097432,16.42296,14.3282473707614,16.5099908358277,50.85,39.4118343140794,46.2868662964212,0,21.1066711615823,32.9067911538801,2.805,2.37459644527881,3.58080910842927,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Lithodes santolla","Crabs, king crabs",3249.69,"Lithodes santolla", ,103, , ,0.59, , ,0.19, , ,15.758, , ,36.4, , ,7, , ,5.95, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Loligo gahi","Cuttle fish and squid",84.2,"Loligo gahi","Loligo gahi",14.6573916666667,65.259483427416,100.429633413149,0.414761904761905,1.85611847938973,2.83884007130353,0.81,0.210270444458123,0.335285111097432,16.2469871794872,14.3282473707614,16.5099908358277,40.8055555555556,39.4118343140794,46.2868662964212,13,21.1066711615823,32.9067911538801,1.21055555555556,2.37459644527881,3.58080910842927,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Macrodon ancylodon","Miscellaneous coastal fishes",570.3,"Macrodon ancylodon","Macrodon ancylodon",80.0453149122254,44.4147429673974,160.277366246618,1.06437481980097,0.563256097623359,1.86982528110355,0.374841009587254,0.187256000952699,0.777352197989283,19.2747511162424,17.8194047978809,20.9078452576288,21.7368328565301,11.4031595459481,43.3226014061499,20.860232022234,7.16823861127224,70.2097061415667,0.774289825082288,0.54737984440546,1.1320510191879,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Macrourus carinatus","Cods, hakes, haddocks",1044.2,"Macrourus carinatus","Macrourus carinatus",19.4564242315402,11.2092239466168,47.5793511314262,0.456175420851037,0.211547089840514,0.944230674026338,0.218920460832142,0.102280192572096,0.454290369869694,16.90360716173,14.7308722835574,19.0970512168556,28.5605320276891,11.0733648171737,65.6084815940785,7.71309854611737,1.53781143145869,36.8511891174862,0.292574411706065,0.187878328530612,0.452721785317483,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Macruronus magellanicus","Cods, hakes, haddocks",44340.4,"Macruronus magellanicus","Macruronus magellanicus",35.8128545857809,16.0905187969358,79.8568200573514,0.788279722585531,0.360878951725538,1.65783481703005,0.189378837290131,0.0907447675015233,0.376792606377725,17.4561372825124,15.2323727648593,19.6689280925984,60.1156141501407,27.6287901376432,133.081010860948,12.4101954490051,3.46362047934174,43.1847268209719,0.502405112245494,0.326428717995786,0.772501137219329,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Menticirrhus americanus","Miscellaneous coastal fishes",2.4,"Menticirrhus americanus","Menticirrhus americanus",78.1291752776239,44.9053604347544,148.662459968201,0.950993583770723,0.511051499982994,1.64920350951799,0.325950860397178,0.192149145688131,0.520259115185434,21.170235216705,19.2197647768774,23.45255752355,22.0146371003804,12.1704626835562,40.9160857458011,11.7259342567216,4.44064723265007,35.4962682540285,0.866579170854342,0.646693924504068,1.26685776258334,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Merluccius australis","Cods, hakes, haddocks",2615.8,"Merluccius australis","Merluccius australis",14.5640445187998,5.92339253182232,47.3290156109059,0.53553764098183,0.198338744219034,1.33175329482022,0.147601819179684,0.0826729131354904,0.263410241288502,17.8723009963731,16.7365749566622,18.9909249808197,84.1789552184992,34.5298813628435,207.579512979268,11.5361385732706,3.14813297795655,40.8410588106661,0.313642452372429,0.197961449718006,0.493100217775802,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Merluccius hubbsi","Cods, hakes, haddocks",271402.7,"Merluccius hubbsi","Merluccius hubbsi",7.82185353804539,4.21180432552762,22.995224992595,0.185856534654491,0.070254603962964,0.426620071020702,0.24318825980449,0.147711152012514,0.389388367565242,16.9997870292134,15.9352038224305,18.010763825439,31.6488540164546,14.773708032124,68.8037439850668,21.7929992316696,6.06998118557764,78.8120156550426,0.307535704868784,0.216740710504359,0.436447725210077,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Micromesistius australis","Cods, hakes, haddocks",11980.2,"Micromesistius australis","Micromesistius australis",38.1916158744418,10.6930440360406,99.6452463749958,0.368431048742974,0.122510911950187,1.12142970368059,0.381355632875832,0.149104986035999,0.94046741123581,16.2723906140543,14.3742748858344,18.5875263442906,12.108938602594,2.98833693918042,42.108167543819,9.29060094516437,1.97950149653021,46.464846340468,0.673307125047465,0.28635248847789,1.56281579167106,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Micropogonias furnieri","Miscellaneous coastal fishes",29075.6,"Micropogonias furnieri","Micropogonias furnieri",82.4424849754529,47.0640745182068,158.824391193111,1.07179848843247,0.575475041613797,1.86399114249195,0.264925350938927,0.134045835625716,0.512597888274049,20.0009245355551,18.423527801078,21.5648842296898,28.2645906281365,15.5487115292053,52.9632392053994,7.33659183414309,2.76218450100581,23.4756623810792,0.859614098113898,0.633461087283979,1.26078738642607,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Mullus argentinae","Miscellaneous coastal fishes",75.6,"Mullus argentinae", ,69.1038406020972, , ,0.989796244562865, , ,0.291896740177583, , ,19.224536060387, , ,31.2553818918227, , ,15.1413208335528, , ,0.766850804891255, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Mustelus schmitti","Sharks, rays, chimaeras",1531.85,"Mustelus schmitti","Mustelus schmitti",22.269971829846,6.00980376700719,110.402164943728,0.516961867615961,0.159732339906557,1.9269034583342,0.143386692569123,0.059122871659159,0.338496409827868,21.6771284662658,19.3693181493622,23.9822767260065,38.2208392713461,10.9703028284204,135.027222402257,7.35505186953706,2.55448545539983,20.2995851393862,0.638178038107542,0.282215244011652,1.27128063181575,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Myliobatis goodei","Sharks, rays, chimaeras",24.2,"Myliobatis goodei","Myliobatis goodei",22.5461570089213,6.58080068656251,112.739183333814,0.63660467842322,0.160966118553697,1.75447986825115,0.152881098936284,0.0433994451916949,0.476099027650417,20.6071916810522,15.5504497589644,25.7921834148196,61.524811478598,15.7356769375307,183.086947093357,14.2912365076902,5.52036767359088,36.7678862600416,0.875282169770962,0.425808210543527,1.58461598221722,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","NEI","Flounders, halibuts, soles",4887.6248,"NEI", ,40.2801072903123, , ,1.08084700125942, , ,0.242473760929064, , ,17.3498778414189, , ,37.7392475304147, , ,14.8755126634577, , ,1.31999837036006, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","NEI","Miscellaneous coastal fishes",4207.99,"NEI", ,69.1038406020972, , ,0.989796244562865, , ,0.291896740177583, , ,19.224536060387, , ,31.2553818918227, , ,15.1413208335528, , ,0.766850804891255, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","NEI","Miscellaneous demersal fishes",0.2,"NEI", ,17.926479517965, , ,0.401372072366199, , ,0.505336743711381, , ,16.8214876559291, , ,32.2994871630368, , ,9.62916514820057, , ,0.342398288020712, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","NEI","Miscellaneous marine species",200.2,"NEI", ,40.2801072903123, , ,1.08084700125942, , ,0.242473760929064, , ,17.3498778414189, , ,37.7392475304147, , ,14.8755126634577, , ,1.31999837036006, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","NEI","Miscellaneous pelagic fishes",64.89,"NEI", ,29.1074787905163, , ,0.775651739924499, , ,0.677592109030548, , ,20.0982843890475, , ,41.0151995565479, , ,19.870519315912, , ,0.699163438454926, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","NEI","Sharks, rays, chimaeras",17633.27,"NEI", ,22.4341124831791, , ,0.688264885472213, , ,0.342383172381356, , ,18.8265754784642, , ,29.3552371447881, , ,9.25795979805192, , ,0.536482920400705, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","NEI","Tunas, bonitos, billfishes",0.8,"NEI", ,48.371015493013, , ,3.03525346294839, , ,0.437026807858209, , ,21.1733860490385, , ,34.7374050334267, , ,9.57869563160483, , ,0.504331437544521, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Nemadactylus bergi","Miscellaneous demersal fishes",169.2,"Nemadactylus bergi","Nemadactylus bergi",72.9371030366338,46.3002276140916,132.194486634616,1.00305780728358,0.653775681593346,1.60302619592018,0.381123158059729,0.268903036991503,0.537778694390035,18.8654202284078,17.0480313621675,20.6169737131668,32.3269441437187,18.1438176658371,57.1502312090222,14.2420902565471,5.47552898078685,36.7109314699159,0.844239079516612,0.633556146219093,1.16317798553426,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
