Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Burkina Faso,BFA,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.7405291,180.0874636,171.3129182,167.3222796,204.1279588,213.3676877,219.9317823,219.8909513,227.5389016,220.2785341,212.4348,216.9412005,218.2004508,217.6979326,211.1730409,217.3458808,215.4659839,209.0067816,222.735445,229.3602607,223.9347913,223.0728149,223.9056194,220.2252079,219.0215119,212.3456775,199.353825,193.3237762,195.9434509,190.0849915,191.7727051,192.5042419,203.7109702,197.1106201
Bangladesh,BGD,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.32656765,12.57755741,12.65144604,12.6592078,12.99309776,13.94002627,13.86498759,14.26708823,15.22943952,15.81345244,15.63469273,15.51016439,15.77682525,16.30111654,17.08067947,17.684306,18.29064936,19.40287556,20.34889438,21.5290568,22.90303387,24.73211861,24.34592455,25.72721929,26.59511322,27.54449829,28.0668085,29.01070595,29.17198181,29.48369026,29.39827156,29.21487999,29.13214845,30.74582311
Bulgaria,BGR,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000596046,0.002507182,0.004655189,0.007817101,0.014936538,0.02354485,0.046760412,0.525434316,0.623611168,0.626429261,0.635421419,0.666953115,0.666037704,0.662339069,0.687972437,0.708461014,0.754022083,0.788978014,0.831065997,0.850164495,0.832862105,0.80608238,0.802702262,0.774336542,0.746217892,0.756860306,0.732024119,0.751065589,0.748553435,0.745996586,0.757457308,0.75266113,0.764280798,0.795648906
Bahrain,BHR,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242239847,0.234174375,0.226898286,0.225988511,0.222044943,0.221825967,0.214534368,0.214731134,0.210673825,0.203508396,0.195473113,0.187804945,0.183956685,0.182739897,0.182162731,0.180741727,0.17860826,0.179309814,0.178769156,0.184422378,0.185006348,0.178627267,0.173920487,0.186710633,0.195920148,0.202995455,0.209245553,0.206025898,0.200895846,0.198279381,0.198293626,0.208697304,0.200239372,0.192466231
"Bahamas, The",BHS,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17370725,1.206133462,1.237851508,1.235100993,1.220558826,1.211791868,1.193519645,1.172602379,1.170112133,1.159419823,1.139562525,1.130905147,1.137445998,1.145842541,1.126923325,1.107291895,1.098322963,1.094477656,1.101333586,1.128061958,1.124776595,1.125233889,1.081402416,1.096219082,1.103140818,1.134703875,1.117121758,1.123909116,1.140958905,1.175007224,1.173345208,1.172495008,1.146468535,1.134758744
Bosnia and Herzegovina,BIH,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86863973,0.889254264,0.897262997,0.920628194,0.89881722,0.880790893,0.86513876,0.852508281,0.828447182,0.824067214,0.818971053,0.785400289,0.799127725,0.791568489,0.762787506,0.77066453,0.762111223,0.766161735,0.780814692
Belarus,BLR,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80E-07,3.51E-06,7.95E-05,0.000625926,0.000928644,0.001487618,0.002532332,0.009755794,0.025350002,0.039725012,0.05573902,0.069979106,0.080496023,0.085903907,0.089042261,0.093867889,0.103810501,0.117667815,0.12472476,0.185265586,0.283286651,0.370822601,0.454335402,0.523872009,0.580203805,0.616392791,0.641762793,0.668565035,0.691437781,0.739586234,0.788937787,0.79563824
Belize,BLZ,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.323851728,1.279742214,1.271890534,1.253617857,1.253152384,1.254178697,1.291144634,1.276147988,1.284227983,1.289674251,1.285814123,1.296133616,1.329998933,1.330623003,1.378795163,1.318824604,1.18672345,1.180555305,1.209607071,1.200517649,1.191988992,1.174023271,1.154670841,1.229244729,1.289764476,1.332867211,1.381310579,1.447359324,1.367182136,1.276799202,1.184489608,1.116538644,1.09869613,1.10158228
Bermuda,BMU,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.826252818,1.755013319,1.758069787,1.727085531,1.684259174,1.63336995,1.614218235,1.614999294,1.563047171,1.507467985,1.441350579,,
Bolivia,BOL,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.192827352,1.389796486,1.511626014,1.593500939,1.675291656,1.795681204,1.961313236,2.006749009,2.127703557,2.127109918,2.152446973,2.126563115,2.112793552,2.134840378,2.171436871,2.2134507,2.236103961,2.363351749,2.594766277,2.691167287,2.714023469,2.891025066,2.72489541,2.751007323,2.723514919,2.672384082,2.591353515,2.525654554,2.601305962,2.583757401,2.551385403,2.447832346,2.30603239,2.2719357
Brazil,BRA,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5186519,0.837503156,0.941866084,0.984101205,1.000020875,1.026153839,1.062556545,1.104037246,1.178636657,1.322060076,1.372532873,1.418687068,1.431848186,1.442826571,1.468386021,1.545656765,1.5973411,1.651221395,1.668798051,1.804939572,1.921901688,2.113910663,2.290875687,2.37944603,2.344958782,2.339493036,2.343923092,2.449863195,2.478836756,2.490198675
Barbados,BRB,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.924466124,1.961808232,2.020171379,1.984100909,1.935174186,1.917732994,1.907578016,2.007728101,1.951952557,1.939957438,1.922297917,1.917655362,1.890079949,1.878054901,1.854591124,1.902832539,1.978073573,2.00079741,2.083053706,2.166660788,2.255854848,2.393085718,2.387780603,2.469503024,2.509641779,2.434056906,2.399812098,2.493214846,2.530015707,2.619906187,2.67849803,2.637300014,,
Brunei Darussalam,BRN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.116329349,1.088109571,1.069634919,1.083141959,1.081612126,1.114871226,1.104743295,1.097984175,1.076428722,1.04900233,1.030547276,1.008194895,0.969479214,0.950803509,0.933551789,0.914154312,0.887001755,0.870746386,0.856037151,0.867989384,0.857031284,0.83194989,0.773536654,0.774431795,0.757444073,0.743691564,0.707256044,0.67431289,0.662518442,0.644086301,0.631587863,0.60637331,0.582115921,0.561097767
Bhutan,BTN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.014097846,7.555133314,8.504496421,9.185700959,9.579825963,10.20249381,10.78321634,11.22237282,12.22062892,12.76942178,12.84789145,12.92143795,13.03201354,13.07052385,13.25239338,13.49847506,13.73052121,14.03802335,14.64476487,15.33797455,16.15230834,17.04358482,17.3611344,18.62583562,19.43237132,19.59651585,19.46769873,20.14863396,20.26929665,20.42912102,20.72399521,21.36116028,20.8936729,20.91635048
Botswana,BWA,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.099700593,1.179144212,1.329515064,1.476465069,1.590652286,1.709900456,1.828704237,1.942750506,2.040490751,2.151538182,2.260276121,2.342330223,2.49097716,2.659521865,2.770082701,2.909868587,3.14466513,3.273943922,3.553388306,3.852326142,4.053539719,4.261921883,4.370579146,4.636632251,4.785680187,4.902574508,4.987722378,5.146092892,5.148173332,5.151160717,5.051821232,5.098423958,5.271330053,5.319492481
Central African Republic,CAF,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.6306096,209.5510843,201.2884821,189.8174415,230.448696,267.1750459,269.2353219,267.3243329,258.2755743,249.1711039,248.7530189,251.1932007,253.0373148,257.6507547,245.7474043,244.5370583,252.7557039,248.104346,261.0540779,271.2107564,270.8131202,265.6614075,261.9031647,263.0259854,300.4363096,298.3864834,296.0618343,307.3985596,299.2472229,293.9213562,284.8044739,276.3265381,270.1358776,267.1853466
Canada,CAN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.296125,1.312738,1.298617,1.292294,1.280257,1.27043,1.262316,1.257635,1.2641,1.26584,1.270074,1.271071,1.287024,1.284741,1.272632,1.259993,1.286621,1.273705,1.301879,1.301623,1.295801,1.284584,1.284164,1.303071,1.311276,1.340276,1.300739,1.298456,1.287093,1.310215,1.286418,1.243862,1.223979,1.213754
Central Europe and the Baltics,CEB,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.956257,1.992814,2.015141,2.016637,1.972598,1.955441,1.921216,1.884198,1.881695,1.884763,1.888147,1.860089,1.810614,1.812371,1.784235,1.777742,1.728695,1.661044,1.614472,1.584245,1.582282,1.537326,1.506301,1.453364,1.432765,1.413161,1.381825,1.373864,1.354687,1.306266,1.288534,1.244648,1.171292,1.160727
Channel Islands,CHI,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.4603033,242.3892155,271.5548015,297.3411723,322.945659,337.123528,343.057267,349.278888,356.527262,360.394985,366.26225,376.088665,381.825934,385.739989,381.183664,387.36,340.922056,347.074989,367.686348,369.607251,375.101679,370.198737,391.572364,390.161303,410.670742,447.264857,452.922569,463.231413,458.31249,451.279469,465.366085,481.130714,494.042985,487.281992
China,CHN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.438809554,2.422939719,2.5011379,2.784371032,3.37185644,3.830568913,4.03085758,4.048533849,3.955825696,3.816871689,3.705033504,3.629112422,3.54630289,3.506686021,3.545872644,3.490440224,3.437132649,3.502768821,3.573140241,3.559778535,3.613549286,3.697517395,3.638012726,3.780347754,3.856756744,3.907791776,3.951646477,3.963640451,4.02000761,4.045001984,4.041524887,4.012827873,3.788812948,3.647564383
Cote d'Ivoire,CIV,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.2787013,163.1838093,165.0885094,163.8266049,201.3062168,223.8044262,222.825122,226.4899168,233.3127161,229.9207203,228.038947,231.4439306,234.8414142,237.19904,234.3824027,235.5001804,233.7691585,231.585704,237.09311,240.3648935,239.3868157,243.4608612,234.7287867,242.5031245,240.9946172,243.253099,242.3007654,242.6649933,238.7606354,232.1095428,235.6637115,238.5399628,232.5177964,233.1225128
Cameroon,CMR,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.5509188,182.9188018,177.5128888,166.8946826,219.7359859,233.1252194,235.3739116,241.0055076,244.8464933,244.0886688,239.0129739,242.7172001,245.6999523,241.7432632,235.9900771,232.8420879,237.1089612,232.6567533,236.0146798,244.0658332,243.1901766,242.6782684,235.5139439,240.556996,239.2697627,241.8776136,237.684496,235.2039032,225.4723511,219.2973938,212.4810181,201.4928894,198.2184859,204.4372584
"Congo, Dem. Rep.",COD,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01411991,0.088163595,0.50744382,1.480202049,1.882442524,7.090289243,42.10591427,188.3377689,243.8393288,269.1217999,272.5741041,319.8272959,350.2737421,398.2667347,449.9002715,464.147739,489.0810862,546.7318115,559.3810488,554.4031192,530.7741678,505.8991218,490.9262062,634.3035889,795.9748535,812.987793,885.973877,928.602478,,
"Congo, Rep.",COG,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5315345,183.4956409,171.0921556,174.3693729,242.0596053,257.6292162,275.3997829,,302.5886534,308.3765442,295.6722591,287.7067215,295.616142,287.2279588,286.5356877,285.7091191,294.8758068,294.3080716,297.481464,311.7236034,307.8944761,303.7240601,292.8029356,300.5616411,295.544572,293.0861703,292.9826862,283.7945251,272.7229919,265.3478394,256.7110596,242.3339996,231.2063188,231.618044
Colombia,COL,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.488544,237.0317724,292.2051717,347.5255064,416.0731592,489.2721647,574.1979969,664.7135498,776.803803,842.8296753,890.5123175,935.0213161,978.8838556,1025.398681,1057.623345,1074.586121,1085.698625,1114.111969,1147.992518,1200.505447,1207.969729,1210.993164,1192.607389,1227.290923,1258.821755,1319.459117,1403.306455,1467.281232,1464.411798,1495.142924,1477.028994,1546.663959,1570.138912,1563.115084
Comoros,COM,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.9501018,214.4944513,218.6054786,221.8737341,225.7584791,224.9300077,225.2534148,228.7870631,224.0757394,234.6851177,238.6443636,235.604126,222.4099147,225.0680528,222.4032284,221.2182737,216.6469576,211.0995636,218.9598541,230.2753906,233.7696838,228.0477905,,
Cabo Verde,CPV,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0533663,39.99407349,40.02817332,41.1311131,41.46968529,43.70687514,44.99450606,47.72851937,49.06420925,50.10534054,47.26783511,47.50861612,47.64821641,47.14414162,45.04672256,43.7510569,44.65939758,45.33603373,46.61759774,47.2476135,47.45150763,48.05733871,48.20853439,50.62330977,50.79027031,50.37221077,49.58665847,48.34705734,52.53500748,54.38634491,55.75482559,54.40446854,54.36826503,54.16358669
Costa Rica,CRI,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.06472808,60.5851064,71.61812533,76.36727587,84.49989552,101.2519209,115.594298,127.9179563,140.6490288,151.4635562,162.5763383,175.9039592,189.0318853,202.2984584,221.2867688,243.5572876,263.0102,279.6433974,305.4572145,330.5887084,343.6727614,349.4068909,343.7877609,362.4927797,371.9273228,368.2364652,362.228595,361.106424,363.40089,356.835636,370.161782,363.330237,375.657788,355.215896
Caribbean small states,CSS,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.434213047,1.419800051,1.403103335,1.394372451,1.376743848,1.386389324,1.384899212,1.386825335,1.427389041,1.457598117,1.473937997,1.462159991,1.42541695,1.477357053,1.503096117,1.501800053,1.493519528,1.516055584,1.493457675,1.477478743,1.443283677,1.409050822,,
Cayman Islands,CYM,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.165959684,1.15031373,1.129891515,1.08856189,1.153074116,1.177009856,1.165103638,1.154875598,1.176157117,1.178517461,1.21519959,1.207281709,1.167502403,,
Cyprus,CYP,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.691559181,0.696868935,0.720416515,0.733729554,0.74868302,0.74730224,0.751589016,0.750309735,0.75515278,0.760048625,0.759956073,0.765041091,0.765070264,0.774796506,0.77708049,0.773945715,0.774471959,0.758882218,0.751185126,0.752125169,0.763390663,0.762528893,0.767771513,0.747851197,0.732644684,0.717844152,0.674552699,0.673781343,0.670774337,0.650160934,0.636496142,0.641559487,0.629667034,0.63930372
Czechia,CZE,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.273148,8.93949,9.689379,11.003335,11.794901,12.662586,13.38014,14.29086,15.284588,15.353718,15.424709,15.161131,15.623549,15.364793,15.46463,15.429167,15.579354,15.402883,15.286191,14.913243,14.822693,14.594311,14.651922,14.199973,13.928455,14.188682,13.909124,13.925405,14.005219,13.718325,14.171389,14.802107,14.862593,15.303211
Germany,DEU,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95501,0.954187,0.968854,0.982794,0.98379,0.976439,0.965605,0.963906,0.962377,0.946684,0.942254,0.935518,0.931155,0.928239,0.908898,0.907968,0.897879,0.89041,0.876432,0.865028,0.852322,0.830596,0.830935,0.826881,0.819598,0.832913,0.806987,0.799178,0.780637,0.761896,0.750322,0.742662,0.731005,0.746175
Djibouti,DJI,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.66105836,86.74075018,85.93093437,85.68883939,86.06023335,85.82069574,86.03474701,87.80249476,94.66806029,96.59766913,98.79310333,100.6240997,99.57526544,100.7513287,101.016805,99.37808318,99.85988481,98.48206329,97.43662262,99.69230652,100.0441589,96.93076324,94.39717425,92.02059719
